1 -3.05274 -0.402765
1 -5.07644 1.5785
1 -2.85592 1.16505
1 -2.92868 1.35332
1 -4.51211 0.438224
1 -4.01836 3.29073
1 -4.21106 0.600004
1 -5.31346 0.895991
1 -2.65723 1.08314
1 -5.88591 0.942865
1 -3.98702 0.709316
1 -3.67649 0.721896
1 -3.30847 0.576652
1 -5.25294 1.27614
1 -2.63444 -0.133061
1 -4.37388 1.22183
1 -4.05816 2.24821
1 -3.69182 1.51005
1 -4.93471 0.449714
1 -4.77067 -0.0737447
1 -5.73418 0.118544
1 -2.98692 2.32487
1 -3.25009 -0.654127
1 -4.08451 2.47479
1 -2.98626 0.312673
1 -3.87361 0.550625
1 -2.37834 1.15746
1 -4.11741 1.11185
1 -3.96713 0.346158
1 -3.57917 2.90319
1 -3.23036 2.47167
1 -4.72586 0.688901
1 -5.74415 -0.241716
1 -5.05074 1.59198
1 -3.91613 0.570975
1 -2.94348 2.6472
1 -3.08641 0.0927168
1 -5.10486 2.24379
1 -2.80136 -0.446216
1 -2.37284 0.864059
1 -2.86157 1.85086
1 -3.72105 -1.06508
1 -2.11478 0.096048
1 -3.62906 2.33695
1 -5.44805 3.61943
1 -3.88905 0.551325
1 -6.03155 0.344859
1 -4.51991 0.450868
1 -4.41392 0.19889
1 -4.10151 2.17181
2 -1.1962 1.64419
2 -2.49653 3.03447
2 -2.83109 -0.154959
2 -5.54367 -0.42177
2 -0.99027 0.407758
2 -2.40412 2.3333
2 -7.24452 -0.737272
2 -3.01244 1.29458
2 -1.36267 2.21497
2 0.777011 2.63422
2 -1.61111 3.63008
2 -3.31875 0.558449
2 -3.14706 1.55559
2 -3.33904 2.10169
2 -2.49762 0.895599
2 -0.499175 1.79337
2 -0.453307 2.63104
2 -4.01938 0.436894
2 -3.74622 1.00612
2 -0.404008 3.1856
2 -3.38567 0.795506
2 -0.846765 3.46708
2 -3.12904 2.13757
2 -2.45224 1.66106
2 -0.721022 2.52547
2 -1.34488 3.18437
2 -1.23473 4.26782
2 -3.45246 1.93433
2 -2.60664 2.52192
2 -1.65966 1.87238
2 -1.62774 1.92953
2 -1.24079 1.18592
2 -2.29297 3.21657
2 -2.89654 0.840001
2 -0.881258 2.49669
2 -0.984808 3.12476
2 1.96528 4.74807
2 1.29714 3.49149
2 -1.91749 1.90779
2 -3.20791 0.887228
2 -4.07119 0.659376
2 -1.92775 1.56361
2 -2.93189 0.653329
2 -0.259977 2.99839
2 -3.97739 1.3787
2 -2.34206 2.10579
2 -3.75128 1.00043
2 -1.04094 4.0886
2 -3.92985 0.952107
2 -2.50174 3.55864
3 -3.55298 -3.69286
3 -3.53616 -4.38819
3 -1.85842 1.85654
3 -1.93059 -2.87436
3 -4.24205 -2.15246
3 -2.56654 -2.1889
3 -1.37135 0.438261
3 -5.19403 -6.54418
3 -3.7077 -3.58811
3 -3.57214 -1.58793
3 -2.96614 -1.86156
3 -2.63303 -0.885656
3 -4.23132 -2.24444
3 -4.29338 -1.66715
3 -3.73028 -0.102147
3 -3.36905 -2.19321
3 -2.85806 -2.43227
3 -5.34999 -4.43999
3 -3.10633 -2.92931
3 -0.366905 -3.5841
3 -1.70225 -0.881613
3 -4.80433 -2.18701
3 -1.9048 -3.62503
3 -3.70498 -0.128655
3 -3.32915 -1.38599
3 -0.981058 -5.942
3 -1.78585 -1.65963
3 -3.93799 1.52289
3 -2.59466 -0.11578
3 -3.25706 -6.10964
3 -3.91837 -1.74163
3 -2.42462 -6.32678
3 -4.26237 -0.430087
3 -3.0972 -0.998941
3 -3.33381 -2.04963
3 -1.77123 -2.92887
3 -1.52204 1.28006
3 -1.76705 -1.01118
3 -2.24245 -0.783424
3 -2.99767 -4.62941
3 -0.976164 -3.76519
3 -1.36363 -1.68852
3 -4.24236 -1.32144
3 -2.79715 0.991145
3 -1.07768 -0.906824
3 -1.66141 -2.67559
3 -4.79167 -2.73186
3 -2.76043 -1.9466
3 -4.58146 0.199222
3 -1.99506 -2.54924
