0 -3.44891 1.83993
0 -2.68271 1.91435
0 -1.97057 3.28633
0 -3.78622 1.90228
0 -3.22589 3.9488
0 -0.980964 1.28106
0 -2.415 3.14061
0 0.626285 0.854386
0 -5.65841 2.18874
0 -5.38054 2.07659
0 -4.61264 2.35589
0 -6.2457 -0.403094
0 -3.06933 -0.526481
0 -3.24859 1.08846
0 -3.22742 -0.0486464
0 -3.96519 2.31827
0 -3.54066 3.44469
0 -1.20506 1.41936
0 -2.90387 1.29858
0 -5.1336 2.95658
0 -2.02391 1.66869
0 -2.78655 1.51939
0 -1.9535 1.87425
0 -2.14198 2.39337
0 -4.34835 2.69101
0 -2.42321 -0.153316
0 -2.39494 1.22781
0 -1.90571 0.232736
0 -4.6134 1.765
0 -3.46825 1.22368
0 -3.83712 1.88213
0 -5.57405 3.39808
0 -4.83979 0.93473
0 -2.82858 2.05348
0 -2.43144 3.71907
0 -1.73267 1.28595
0 -1.96483 0.855494
0 -1.33099 2.73433
0 -4.71125 1.3985
0 -1.48183 0.717815
0 -0.967627 0.625178
0 -0.566104 2.74542
0 -3.14795 1.58587
0 0.176306 2.97629
0 -3.07787 1.70959
0 -3.67216 1.62484
0 -1.84159 2.3839
0 -3.46299 1.42706
0 -0.319558 0.423171
0 -2.28166 0.675431
0 -2.84354 2.57763
0 -5.84057 2.3544
0 -1.65615 2.97503
0 -3.43746 1.16857
0 0.069187 0.860471
0 -6.47686 3.56699
0 -0.79252 1.60295
0 -0.885739 3.10112
0 -2.86224 4.94888
0 -6.2128 1.53343
0 -2.36435 1.07907
0 -2.09416 1.05561
0 -5.03625 3.21256
0 -4.83772 3.34538
0 -5.91271 1.74576
0 -3.78368 0.904613
0 -3.62793 0.909432
0 -4.44727 1.16559
0 -1.29901 2.21202
0 -1.09343 1.61015
0 -4.34218 0.802676
0 -4.43044 4.56801
0 -3.65 2.62664
0 -2.47107 0.411011
0 -2.56216 1.58924
0 -5.04558 0.825602
0 -3.39621 2.86297
0 -3.20547 2.30729
0 -3.54986 4.23619
0 -4.40718 1.91335
0 -3.4152 0.27322
0 -1.87969 1.76234
0 -2.15705 2.63989
0 -0.423015 2.45903
0 -1.37132 0.0390832
0 -0.0616272 0.132928
0 -2.05233 2.53334
0 -4.78218 3.66331
0 -1.66096 3.32656
0 -3.58754 1.80466
0 -4.37996 1.4322
0 -2.07404 1.06647
0 -3.40475 1.93639
0 -3.05557 -0.104365
0 -0.387322 2.27472
0 -2.51937 1.69615
0 -3.31098 3.6493
0 -1.52101 1.65029
0 -1.06102 2.51656
1 0.447009 3.51722
1 -0.734985 4.44195
1 -0.855468 1.76133
1 -4.4883 5.47084
1 -1.52691 5.61273
1 -3.37931 3.41799
1 -1.05282 4.55504
1 -0.734937 0.239241
1 0.458214 5.84227
1 0.761085 2.79125
1 -1.38538 3.85183
1 -1.66765 2.31649
1 0.0337937 4.46734
1 -2.8312 2.97193
1 -1.3172 4.29517
1 -2.76182 4.46972
1 -0.922615 3.14024
1 0.321113 3.59113
1 0.238118 2.75108
1 -0.92662 1.01786
1 -2.12178 5.11192
1 -0.343202 3.40749
1 -2.11894 3.76075
1 -0.415338 3.04822
1 -1.57184 4.47532
1 0.733067 4.94205
1 -0.519161 3.9944
1 -2.16134 4.1069
1 -2.80989 2.64391
1 -2.66503 2.92787
1 0.712798 3.49461
1 -3.07127 5.77141
1 -0.942665 4.92511
1 -0.846767 3.23756
1 -2.07589 5.38782
1 -3.02453 5.53739
1 -0.463224 2.67793
1 0.997564 3.45723
1 -2.65012 4.48828
1 -1.75149 3.14861
1 -0.286049 4.13163
1 0.558595 2.0811
1 -2.96915 1.7385
1 -0.24011 4.27186
1 1.94035 3.98133
1 -1.13824 3.84722
1 0.963003 2.36663
1 0.564856 5.63121
1 -0.819912 1.00021
1 0.102475 4.19714
1 -2.64951 4.12193
1 -0.783095 1.17513
1 -2.19525 2.9924
1 -0.0137465 4.62443
1 -0.618101 6.23367
1 -3.03524 5.3775
1 -2.32505 4.35151
1 2.28816 4.28239
1 -0.769715 6.60584
1 -1.40614 6.59866
1 -0.793777 2.52245
1 0.912415 5.67593
1 -0.43237 5.31066
1 1.21819 3.26888
1 -0.559757 2.94377
1 0.544869 5.81085
1 0.0791924 3.49505
1 -0.979105 2.26014
1 -3.44519 4.80492
1 -1.44776 3.07807
1 0.176014 4.35182
1 -0.904936 5.13819
1 -1.76698 4.17414
1 2.22014 3.52398
1 -2.24929 4.09613
1 -2.66496 6.0952
1 1.05459 5.94437
1 -0.36056 3.52635
1 -1.3791 4.8052
1 -1.7534 4.96018
1 -2.60135 5.84958
1 -0.0171704 2.76923
1 -0.253742 2.84238
1 0.654551 5.61358
1 -3.27722 5.53023
1 0.579439 4.71286
1 -3.06725 4.11011
1 0.883642 3.54195
1 -1.25216 6.24179
1 -2.96059 5.28229
1 -0.151885 5.99808
1 -0.844762 3.75103
1 0.857465 4.57777
1 -0.199164 3.07395
1 -1.14471 4.37667
1 -0.697637 5.32581
1 -0.926891 3.72321
1 -2.80977 1.47378
1 -2.36125 3.98314
1 -2.1078 5.53425
1 -0.264813 4.53495
